"ticker","nombre","sector","grupo_comparacion","fy","ppe_bruto","dep_acumulada","ppe_neto","costos_totales","dep_amort_anual","capex","inversion_pct_activos","costo_operativo_sin_dya"
"WMB","Williams Companies","Oil & Gas","Oil & Gas",2024,5.1842e+10,1.7531e+10,3.4311e+10,7.947e+09,2.009e+09,2.253e+09,0.0434589714902974,5.938e+09
"WMB","Williams Companies","Oil & Gas","Oil & Gas",2025,5.7395e+10,1.8703e+10,3.8692e+10,6.596e+09,2.071e+09,2.516e+09,0.0438365711298894,4.525e+09
"CMCSA","Comcast","Telecom","Servicios regulados / redes (Electrico + Telecom)",2009,NA,2.3235e+10,2.4444e+10,2.5482e+10,NA,6.158e+09,NA,NA
"CMCSA","Comcast","Telecom","Servicios regulados / redes (Electrico + Telecom)",2010,5.1665e+10,2.781e+10,2.3855e+10,2.7691e+10,NA,5.75e+09,0.111293912706862,NA
"CMCSA","Comcast","Telecom","Servicios regulados / redes (Electrico + Telecom)",2011,5.602e+10,3.2505e+10,2.3515e+10,2.8542e+10,NA,5.117e+09,0.0913423777222421,NA
"CMCSA","Comcast","Telecom","Servicios regulados / redes (Electrico + Telecom)",2012,6.4087e+10,3.6528e+10,2.7559e+10,2.9957e+10,NA,4.961e+09,0.0774103952439652,NA
"CMCSA","Comcast","Telecom","Servicios regulados / redes (Electrico + Telecom)",2013,6.6657e+10,3.9425e+10,2.7232e+10,4.5121e+10,NA,5.307e+09,0.0796165443989379,NA
"CMCSA","Comcast","Telecom","Servicios regulados / redes (Electrico + Telecom)",2014,7.2414e+10,4.2574e+10,2.984e+10,5.0391e+10,NA,5.714e+09,0.0789073935979231,NA
"CMCSA","Comcast","Telecom","Servicios regulados / redes (Electrico + Telecom)",2015,7.6363e+10,4.541e+10,3.0953e+10,5.1094e+10,NA,6.596e+09,0.0863769102837762,NA
"CMCSA","Comcast","Telecom","Servicios regulados / redes (Electrico + Telecom)",2016,8.1765e+10,4.81e+10,3.3665e+10,5.3871e+10,NA,7.42e+09,0.0907478750076439,NA
"CMCSA","Comcast","Telecom","Servicios regulados / redes (Electrico + Telecom)",2017,8.5947e+10,4.9694e+10,3.6253e+10,5.8512e+10,NA,8.499e+09,0.0988865230898112,NA
"CMCSA","Comcast","Telecom","Servicios regulados / redes (Electrico + Telecom)",2018,8.8386e+10,4.9916e+10,3.847e+10,6.3905e+10,NA,9.135e+09,0.103353472269364,NA
"CMCSA","Comcast","Telecom","Servicios regulados / redes (Electrico + Telecom)",2019,9.5743e+10,5.1306e+10,4.4437e+10,6.7011e+10,NA,9.55e+09,0.0997461955443218,NA
"CMCSA","Comcast","Telecom","Servicios regulados / redes (Electrico + Telecom)",2020,1.01561e+11,5.3239e+10,4.8322e+10,7.5498e+10,NA,9.774e+09,0.0962377290495367,NA
"CMCSA","Comcast","Telecom","Servicios regulados / redes (Electrico + Telecom)",2021,1.06383e+11,5.4388e+10,5.1995e+10,8.7817e+10,1.2953e+10,9.953e+09,0.0935581812883637,7.4864e+10
"CMCSA","Comcast","Telecom","Servicios regulados / redes (Electrico + Telecom)",2022,1.097e+11,5.56e+10,5.4047e+10,8.6071e+10,1.31e+10,9.179e+09,0.0836736554238833,7.2971e+10
"CMCSA","Comcast","Telecom","Servicios regulados / redes (Electrico + Telecom)",2023,1.124e+11,5.69e+10,5.5485e+10,9.5568e+10,1.3804e+10,9.174e+09,0.0816192170818505,8.1764e+10
"CMCSA","Comcast","Telecom","Servicios regulados / redes (Electrico + Telecom)",2024,1.184e+11,5.87e+10,5.9686e+10,1.07385e+11,1.3821e+10,1.0626e+10,0.0897466216216216,9.3564e+10
"CMCSA","Comcast","Telecom","Servicios regulados / redes (Electrico + Telecom)",2025,1.221e+11,5.95e+10,6.2548e+10,9.8258e+10,1.4336e+10,1.2242e+10,0.10026208026208,8.3922e+10
"T","AT&T","Telecom","Servicios regulados / redes (Electrico + Telecom)",2009,NA,NA,NA,NA,2.1577e+10,NA,NA,NA
"T","AT&T","Telecom","Servicios regulados / redes (Electrico + Telecom)",2010,2.29161e+11,1.29642e+11,9.8415e+10,NA,1.9673e+10,NA,NA,NA
"T","AT&T","Telecom","Servicios regulados / redes (Electrico + Telecom)",2011,2.43833e+11,1.40637e+11,1.03196e+11,NA,1.9515e+10,NA,NA,NA
"T","AT&T","Telecom","Servicios regulados / redes (Electrico + Telecom)",2012,2.60279e+11,1.53192e+11,1.07087e+11,NA,1.9379e+10,NA,NA,NA
"T","AT&T","Telecom","Servicios regulados / redes (Electrico + Telecom)",2013,2.70907e+11,1.6114e+11,1.09767e+11,NA,1.8377e+10,2.011e+10,0.0742321165566043,NA
"T","AT&T","Telecom","Servicios regulados / redes (Electrico + Telecom)",2014,2.74798e+11,1.6383e+11,1.10968e+11,1.14437e+11,1.8143e+10,1.9465e+10,0.0708338488635289,9.6294e+10
"T","AT&T","Telecom","Servicios regulados / redes (Electrico + Telecom)",2015,2.82295e+11,1.69397e+11,NA,9.8e+10,1.8395e+10,2.0944e+10,0.0741918914610602,7.9605e+10
"T","AT&T","Telecom","Servicios regulados / redes (Electrico + Telecom)",2016,3.06227e+11,1.81777e+11,1.12898e+11,1.20235e+11,1.8273e+10,2.1199e+10,0.0692264235354818,1.01962e+11
"T","AT&T","Telecom","Servicios regulados / redes (Electrico + Telecom)",2017,3.19648e+11,1.94749e+11,1.2445e+11,1.22016e+11,2.2016e+10,1.9218e+10,0.0601223846230854,1e+11
"T","AT&T","Telecom","Servicios regulados / redes (Electrico + Telecom)",2018,3.13499e+11,1.88277e+11,1.24899e+11,1.40243e+11,2.5847e+10,NA,NA,1.14396e+11
"T","AT&T","Telecom","Servicios regulados / redes (Electrico + Telecom)",2019,3.3069e+11,1.99217e+11,1.25222e+11,1.40576e+11,2.4387e+10,NA,NA,1.16189e+11
"T","AT&T","Telecom","Servicios regulados / redes (Electrico + Telecom)",2020,NA,NA,NA,1.4466e+11,2.843e+10,NA,NA,1.1623e+11
"T","AT&T","Telecom","Servicios regulados / redes (Electrico + Telecom)",2021,NA,NA,NA,1.53238e+11,2.8217e+10,NA,NA,1.25021e+11
"T","AT&T","Telecom","Servicios regulados / redes (Electrico + Telecom)",2022,NA,NA,NA,1.34678e+11,2.2523e+10,NA,NA,1.12155e+11
"T","AT&T","Telecom","Servicios regulados / redes (Electrico + Telecom)",2023,NA,NA,NA,1.08141e+11,1.7852e+10,NA,NA,9.0289e+10
"T","AT&T","Telecom","Servicios regulados / redes (Electrico + Telecom)",2024,NA,NA,NA,1.25328e+11,1.8021e+10,NA,NA,1.07307e+11
"T","AT&T","Telecom","Servicios regulados / redes (Electrico + Telecom)",2025,NA,NA,NA,9.8967e+10,1.8777e+10,NA,NA,8.019e+10
"TMUS","T-Mobile US","Telecom","Servicios regulados / redes (Electrico + Telecom)",2010,NA,NA,3252213000,2283749000,255319000,954612000,NA,2028430000
"TMUS","T-Mobile US","Telecom","Servicios regulados / redes (Electrico + Telecom)",2011,5069056000,1409611000,3659445000,2945227000,377856000,831674000,0.164068812812484,2567371000
"TMUS","T-Mobile US","Telecom","Servicios regulados / redes (Electrico + Telecom)",2012,5948875000,1930876000,4017999000,3350455000,449732000,790385000,0.132862936269463,2900723000
"TMUS","T-Mobile US","Telecom","Servicios regulados / redes (Electrico + Telecom)",2013,NA,1.7744e+10,1.2807e+10,2.4897e+10,2.982e+09,2.729e+09,NA,2.1915e+10
"TMUS","T-Mobile US","Telecom","Servicios regulados / redes (Electrico + Telecom)",2014,NA,1.9649e+10,1.5349e+10,2.6116e+10,3.187e+09,2.901e+09,NA,2.2929e+10
"TMUS","T-Mobile US","Telecom","Servicios regulados / redes (Electrico + Telecom)",2015,NA,2.1791e+10,1.6245e+10,2.3424e+10,3.627e+09,4.025e+09,NA,1.9797e+10
"TMUS","T-Mobile US","Telecom","Servicios regulados / redes (Electrico + Telecom)",2016,NA,2.3192e+10,2e+10,2.8148e+10,4.412e+09,4.317e+09,NA,2.3736e+10
"TMUS","T-Mobile US","Telecom","Servicios regulados / redes (Electrico + Telecom)",2017,NA,2.4779e+10,2.0943e+10,2.9988e+10,4.688e+09,4.724e+09,NA,2.53e+10
"TMUS","T-Mobile US","Telecom","Servicios regulados / redes (Electrico + Telecom)",2018,NA,2.7301e+10,2.2196e+10,3.344e+10,6.243e+09,4.702e+09,NA,2.7197e+10
"TMUS","T-Mobile US","Telecom","Servicios regulados / redes (Electrico + Telecom)",2019,NA,3.1297e+10,2.3359e+10,3.5716e+10,5.984e+09,5.237e+09,NA,2.9732e+10
"TMUS","T-Mobile US","Telecom","Servicios regulados / redes (Electrico + Telecom)",2020,NA,3.3118e+10,2.1984e+10,3.8001e+10,6.486e+09,5.541e+09,NA,3.1515e+10
"TMUS","T-Mobile US","Telecom","Servicios regulados / redes (Electrico + Telecom)",2021,NA,4.2395e+10,4.1175e+10,3.9276e+10,6.616e+09,6.391e+09,NA,3.266e+10
"TMUS","T-Mobile US","Telecom","Servicios regulados / redes (Electrico + Telecom)",2022,NA,4.9818e+10,3.9803e+10,6.1761e+10,1.4151e+10,1.1034e+10,NA,4.761e+10
"TMUS","T-Mobile US","Telecom","Servicios regulados / redes (Electrico + Telecom)",2023,NA,5.3102e+10,4.2086e+10,7.3226e+10,1.6383e+10,1.2326e+10,NA,5.6843e+10
"TMUS","T-Mobile US","Telecom","Servicios regulados / redes (Electrico + Telecom)",2024,NA,5.8481e+10,4.0432e+10,7.3028e+10,1.3651e+10,1.397e+10,NA,5.9377e+10
"TMUS","T-Mobile US","Telecom","Servicios regulados / redes (Electrico + Telecom)",2025,NA,5.6367e+10,3.8533e+10,6.4292e+10,1.2818e+10,9.801e+09,NA,5.1474e+10
"VZ","Verizon Communications","Telecom","Servicios regulados / redes (Electrico + Telecom)",2009,2.15605e+11,1.29059e+11,8.6546e+10,7.7891e+10,NA,NA,NA,NA
"VZ","Verizon Communications","Telecom","Servicios regulados / redes (Electrico + Telecom)",2010,2.29743e+11,1.37758e+11,9.1985e+10,9.4742e+10,NA,NA,NA,NA
"VZ","Verizon Communications","Telecom","Servicios regulados / redes (Electrico + Telecom)",2011,2.11655e+11,1.23944e+11,8.7711e+10,9.183e+10,NA,NA,NA,NA
"VZ","Verizon Communications","Telecom","Servicios regulados / redes (Electrico + Telecom)",2012,2.15626e+11,1.27192e+11,8.8434e+10,9.192e+10,NA,NA,NA,NA
"VZ","Verizon Communications","Telecom","Servicios regulados / redes (Electrico + Telecom)",2013,2.09575e+11,1.20933e+11,8.8642e+10,9.7995e+10,NA,NA,NA,NA
"VZ","Verizon Communications","Telecom","Servicios regulados / redes (Electrico + Telecom)",2014,2.20865e+11,1.31909e+11,8.8956e+10,1.02686e+11,NA,NA,NA,NA
"VZ","Verizon Communications","Telecom","Servicios regulados / redes (Electrico + Telecom)",2015,2.30508e+11,1.40561e+11,8.9947e+10,8.8582e+10,NA,NA,NA,NA
"VZ","Verizon Communications","Telecom","Servicios regulados / redes (Electrico + Telecom)",2016,2.20163e+11,1.36622e+11,8.3541e+10,1.0748e+11,NA,NA,NA,NA
"VZ","Verizon Communications","Telecom","Servicios regulados / redes (Electrico + Telecom)",2017,2.32215e+11,1.47464e+11,8.4751e+10,9.856e+10,NA,NA,NA,NA
"VZ","Verizon Communications","Telecom","Servicios regulados / redes (Electrico + Telecom)",2018,2.46498e+11,1.5793e+11,8.8568e+10,9.6731e+10,NA,NA,NA,NA
"VZ","Verizon Communications","Telecom","Servicios regulados / redes (Electrico + Telecom)",2019,2.52835e+11,1.63549e+11,8.9286e+10,9.8609e+10,NA,NA,NA,NA
"VZ","Verizon Communications","Telecom","Servicios regulados / redes (Electrico + Telecom)",2020,2.65734e+11,1.73819e+11,9.1915e+10,1.08585e+11,NA,NA,NA,NA
"VZ","Verizon Communications","Telecom","Servicios regulados / redes (Electrico + Telecom)",2021,2.79737e+11,1.84904e+11,9.4833e+10,1.0149e+11,NA,NA,NA,NA
"VZ","Verizon Communications","Telecom","Servicios regulados / redes (Electrico + Telecom)",2022,2.89897e+11,1.90201e+11,9.9696e+10,9.9494e+10,NA,NA,NA,NA
"VZ","Verizon Communications","Telecom","Servicios regulados / redes (Electrico + Telecom)",2023,3.07689e+11,2.00255e+11,1.07434e+11,1.01165e+11,NA,NA,NA,NA
"VZ","Verizon Communications","Telecom","Servicios regulados / redes (Electrico + Telecom)",2024,3.20108e+11,2.11798e+11,1.0831e+11,1.06368e+11,NA,NA,NA,NA
"VZ","Verizon Communications","Telecom","Servicios regulados / redes (Electrico + Telecom)",2025,3.31406e+11,2.22884e+11,1.08522e+11,1.11097e+11,NA,NA,NA,NA
